event_id,user_id,coupon_id,event_name,timestamp,days_to_expiry,device_os,app_version
e_2c78656422,u_001,c_7a02063c,coupon__view__detail,2026-02-04T18:04:05,9,android,1.1.0
e_858458181a,u_058,c_f7509485,coupon__view__detail,2026-02-04T20:46:35,7,ios,1.0.0
e_d4b1c68945,u_013,c_dbf408ab,coupon__view__detail,2026-02-04T22:31:53,44,android,1.0.1
e_b609d11194,u_020,c_cc663c01,coupon__start__create,2026-02-04T23:10:32,55,ios,1.1.0
e_7a7be52116,u_020,c_cc663c01,coupon__complete__create,2026-02-04T23:11:39,55,ios,1.1.0
e_d1e1232dea,u_062,c_ce47d523,coupon__view__detail,2026-02-04T23:43:01,15,ios,1.0.1
e_d71e36ccef,u_025,c_d7174297,coupon__start__create,2026-02-04T23:45:45,50,android,1.0.1
e_c91d55b475,u_025,c_d7174297,coupon__complete__create,2026-02-04T23:46:18,50,android,1.0.1
e_785581679b,u_011,c_6654029f,coupon__start__create,2026-02-05T00:21:59,57,ios,1.0.0
e_5a76354151,u_011,c_6654029f,coupon__complete__create,2026-02-05T00:22:11,57,android,1.0.1
e_c5db39a327,u_064,c_6b0ab80a,coupon__start__create,2026-02-05T01:58:36,41,android,1.0.1
e_f6c323c799,u_038,c_77a57a6f,coupon__start__create,2026-02-05T02:30:34,15,android,1.1.0
e_c5d236814e,u_038,c_77a57a6f,coupon__complete__create,2026-02-05T02:31:49,15,android,1.1.0
e_376e4ddc21,u_076,c_09eedf2a,coupon__start__create,2026-02-05T02:38:19,14,ios,1.1.0
e_85b0eee760,u_076,c_09eedf2a,coupon__complete__create,2026-02-05T02:39:07,14,ios,1.0.1
e_ff9fb4ab62,u_021,c_9b37f552,coupon__complete__redeem,2026-02-05T03:49:54,5,ios,1.0.0
e_3e064f0bc0,u_065,c_c3b8dedc,coupon__start__create,2026-02-05T04:03:42,46,android,1.0.1
e_389abb5b26,u_065,c_c3b8dedc,coupon__complete__create,2026-02-05T04:04:27,46,android,1.1.0
e_75366c8027,u_079,c_2099310a,coupon__start__create,2026-02-05T05:10:19,20,ios,1.1.0
e_cbb40929a1,u_079,c_2099310a,coupon__complete__create,2026-02-05T05:10:49,20,ios,1.1.0
e_15c7144214,u_026,c_bbfa393f,coupon__view__detail,2026-02-05T05:21:07,13,android,1.0.0
e_bf958a18ec,u_062,c_06b9e833,coupon__start__create,2026-02-05T09:15:11,17,android,1.0.0
e_363a358546,u_062,c_06b9e833,coupon__complete__create,2026-02-05T09:16:15,17,ios,1.0.0
e_94e1c21ffb,u_062,c_ed43f08e,coupon__start__create,2026-02-05T09:58:23,28,android,1.0.1
e_c73240f57f,u_062,c_ed43f08e,coupon__complete__create,2026-02-05T09:59:11,28,ios,1.0.1
e_4565824b4c,u_070,c_61782ff5,coupon__view__detail,2026-02-05T10:02:00,3,android,1.0.0
e_cea49ddf4e,u_014,c_4fc5fd2d,coupon__start__create,2026-02-05T12:02:20,14,android,1.1.0
e_ed95db06a8,u_014,c_4fc5fd2d,coupon__complete__create,2026-02-05T12:02:45,14,android,1.0.0
e_94d81c9a31,u_062,c_ed43f08e,coupon__complete__redeem,2026-02-05T15:51:25,28,android,1.1.0
e_f7efde7eab,u_043,c_0577e14e,coupon__start__create,2026-02-05T16:02:58,22,ios,1.0.0
e_b724859231,u_043,c_0577e14e,coupon__complete__create,2026-02-05T16:03:08,22,ios,1.1.0
e_f8abb399d0,u_055,c_b1b4eb9e,coupon__start__create,2026-02-05T16:45:50,15,android,1.1.0
e_bba7334dc2,u_055,c_b1b4eb9e,coupon__complete__create,2026-02-05T16:46:47,15,ios,1.0.1
e_d9cbd0dbcb,u_035,c_8a63cf92,coupon__start__create,2026-02-05T17:01:36,23,ios,1.1.0
e_01172b3bec,u_035,c_8a63cf92,coupon__complete__create,2026-02-05T17:02:10,23,ios,1.1.0
e_5b42b55cb1,u_010,c_0c3344fc,coupon__start__create,2026-02-05T17:23:07,31,ios,1.0.0
e_ecaa6555c1,u_010,c_0c3344fc,coupon__complete__create,2026-02-05T17:23:31,31,ios,1.0.1
e_f6eb8baa04,u_049,c_f2d41f27,coupon__start__create,2026-02-05T17:24:16,42,ios,1.1.0
e_773f858909,u_049,c_f2d41f27,coupon__complete__create,2026-02-05T17:25:25,42,ios,1.0.1
e_366f64d2fe,u_012,c_2f43f998,coupon__start__create,2026-02-05T18:01:17,11,android,1.0.0
e_185e20cf21,u_012,c_2f43f998,coupon__complete__create,2026-02-05T18:01:37,11,android,1.0.0
e_698e8db269,u_055,c_01b5df04,coupon__start__create,2026-02-05T18:56:50,21,android,1.0.0
e_bc9215b559,u_055,c_01b5df04,coupon__complete__create,2026-02-05T18:57:06,21,ios,1.0.1
e_49761148f9,u_026,c_9128a915,coupon__view__detail,2026-02-05T19:46:19,21,android,1.0.0
e_014b925ac9,u_055,c_cbd2f01a,coupon__start__create,2026-02-05T20:28:38,22,android,1.0.1
e_3ad175ce20,u_055,c_cbd2f01a,coupon__complete__create,2026-02-05T20:28:55,22,android,1.0.1
e_9848a8bd57,u_042,c_1e2bda3b,coupon__start__create,2026-02-05T21:31:04,30,android,1.1.0
e_a3b5139808,u_042,c_1e2bda3b,coupon__complete__create,2026-02-05T21:32:12,30,ios,1.0.0
e_35546a7844,u_061,c_52540ae5,coupon__start__create,2026-02-05T21:37:15,12,android,1.1.0
e_954b81a4ea,u_061,c_52540ae5,coupon__complete__create,2026-02-05T21:38:20,12,android,1.1.0
e_956296249f,u_068,c_39bf70bf,coupon__view__detail,2026-02-06T00:54:55,20,ios,1.0.1
e_00e9a28370,u_022,c_a4dee704,coupon__start__create,2026-02-06T01:41:38,24,ios,1.0.1
e_5f609fbeee,u_022,c_a4dee704,coupon__complete__create,2026-02-06T01:41:51,24,android,1.0.0
e_0410733bf2,u_051,c_9642d6cb,coupon__start__create,2026-02-06T02:27:20,22,android,1.1.0
e_c47482ce25,u_051,c_9642d6cb,coupon__complete__create,2026-02-06T02:28:12,22,android,1.0.0
e_406786cc0b,u_017,c_d059f205,coupon__start__create,2026-02-06T02:31:58,16,ios,1.1.0
e_d7d6543f04,u_036,c_f0fca6ce,coupon__start__create,2026-02-06T03:25:53,13,ios,1.0.1
e_98e7e7d109,u_038,c_3c418134,coupon__start__create,2026-02-06T05:17:08,42,ios,1.1.0
e_8ef33150d6,u_038,c_3c418134,coupon__complete__create,2026-02-06T05:17:40,42,ios,1.0.1
e_37ad4fbe68,u_062,c_5b4c8ec9,coupon__start__create,2026-02-06T05:31:52,25,ios,1.0.1
e_8e6beb1cea,u_062,c_5b4c8ec9,coupon__complete__create,2026-02-06T05:33:17,25,android,1.0.1
e_1d5b0c2e52,u_006,c_fbd16c7e,coupon__start__create,2026-02-06T08:29:53,43,android,1.0.0
e_36b515748e,u_006,c_fbd16c7e,coupon__complete__create,2026-02-06T08:31:08,43,android,1.0.0
e_2ff8968c2c,u_014,c_cdecddca,coupon__view__detail,2026-02-06T08:34:49,7,android,1.1.0
e_be97458505,u_007,c_040c31ff,coupon__start__create,2026-02-06T08:45:46,32,android,1.0.0
e_1d339732ac,u_007,c_578d848a,coupon__complete__create,2026-02-06T08:46:45,32,ios,1.0.0
e_5b4b1f494b,u_014,c_a287e6f6,notification__send__expiry_reminder,2026-02-06T09:00:00,7,android,1.0.1
e_d16179eadc,u_001,c_5b2c42de,notification__send__expiry_reminder,2026-02-06T09:00:00,7,android,1.1.0
e_521b04b386,u_011,c_d69dc375,coupon__start__create,2026-02-06T09:00:52,10,android,1.0.0
e_d4c709c1a3,u_011,c_d69dc375,coupon__complete__create,2026-02-06T09:01:14,10,ios,1.1.0
e_b84f9dcadd,u_073,c_f60d16eb,coupon__view__detail,2026-02-06T10:23:32,32,android,1.0.0
e_b75e46a9ee,u_014,c_a287e6f6,notification__open__expiry_reminder,2026-02-06T10:25:00,7,ios,1.0.1
e_f7e59dc529,u_014,c_a287e6f6,coupon__view__detail,2026-02-06T10:30:00,7,ios,1.0.0
e_363d16dbdd,u_011,c_d6e761f2,coupon__view__detail,2026-02-06T10:44:08,56,ios,1.1.0
e_48906e0828,u_045,c_56dcf45e,coupon__start__create,2026-02-06T10:52:03,19,ios,1.1.0
e_0d96f2bc0c,u_045,c_56dcf45e,coupon__complete__create,2026-02-06T10:52:33,19,ios,1.1.0
e_d646638829,u_001,c_5b2c42de,notification__open__expiry_reminder,2026-02-06T11:07:00,7,android,1.0.0
e_0c699181a5,u_027,c_c2d663ac,coupon__view__detail,2026-02-06T11:34:33,29,ios,1.0.1
e_45ed623477,u_059,c_65348ec5,coupon__start__create,2026-02-06T12:06:12,16,ios,1.1.0
e_866a260ad8,u_059,c_65348ec5,coupon__complete__create,2026-02-06T12:06:38,16,android,1.0.1
e_97e0c2f58c,u_038,c_58ba7e65,coupon__start__create,2026-02-06T14:33:47,10,ios,1.0.1
e_2a0d0622b5,u_077,c_7ec51808,coupon__start__create,2026-02-06T14:57:03,10,ios,1.0.1
e_ee2b8a0633,u_062,c_fac2ed00,coupon__view__detail,2026-02-06T15:58:59,13,android,1.0.0
e_79071142a7,u_026,c_f332d56a,coupon__start__create,2026-02-06T18:15:43,27,android,1.1.0
e_1d91fb0052,u_026,c_f332d56a,coupon__complete__create,2026-02-06T18:16:28,27,android,1.0.0
e_9c72099e95,u_065,c_7ec45a81,coupon__start__create,2026-02-06T20:14:34,14,ios,1.1.0
e_a0b6167e97,u_065,c_7ec45a81,coupon__complete__create,2026-02-06T20:15:26,14,android,1.0.0
e_f3042fe487,u_041,c_56dbf914,coupon__start__create,2026-02-06T21:10:37,34,ios,1.1.0
e_4d90730f05,u_041,c_56dbf914,coupon__complete__create,2026-02-06T21:10:50,34,android,1.0.1
e_a644cc7cb6,u_014,c_3e0118c0,coupon__start__create,2026-02-06T23:54:17,23,ios,1.0.1
e_86ff6610c3,u_014,c_3e0118c0,coupon__complete__create,2026-02-06T23:55:20,23,android,1.0.0
e_8db442335a,u_019,c_aa962373,coupon__start__create,2026-02-07T00:41:03,44,ios,1.0.1
e_e212418d2d,u_019,c_aa962373,coupon__complete__create,2026-02-07T00:41:34,44,ios,1.0.0
e_b9a8af7265,u_045,c_2653aee9,coupon__start__create,2026-02-07T01:45:52,16,ios,1.1.0
e_2311c53289,u_045,c_2653aee9,coupon__complete__create,2026-02-07T01:46:32,16,ios,1.0.0
e_f6c6d772ea,u_077,c_8c9ea7c0,coupon__start__create,2026-02-07T01:54:59,24,android,1.1.0
e_a1ba9183de,u_077,c_8c9ea7c0,coupon__complete__create,2026-02-07T01:55:20,24,ios,1.1.0
e_29f7d1b437,u_048,c_38ea0447,coupon__start__create,2026-02-07T02:32:45,20,android,1.0.1
e_c30e8f53e2,u_048,c_38ea0447,coupon__complete__create,2026-02-07T02:32:58,20,android,1.0.1
e_85089e8f9b,u_065,c_09c376b0,coupon__start__create,2026-02-07T03:25:29,52,ios,1.1.0
e_e362981183,u_065,c_09c376b0,coupon__complete__create,2026-02-07T03:25:55,52,ios,1.0.0
e_6647843fe3,u_048,c_38ea0447,coupon__complete__redeem,2026-02-07T05:02:44,20,android,1.0.0
e_4c441d41be,u_028,c_b2c909cd,coupon__start__create,2026-02-07T06:14:38,11,ios,1.0.1
e_1ffded99a8,u_028,c_b2c909cd,coupon__complete__create,2026-02-07T06:15:35,11,ios,1.0.0
e_f043c91faf,u_070,c_defdf120,notification__send__expiry_reminder,2026-02-07T09:00:00,1,ios,1.0.0
e_1d66fd695f,u_019,c_b003c449,coupon__view__detail,2026-02-07T09:12:43,33,android,1.0.0
e_c2f98c97ef,u_067,c_b6f129e4,coupon__start__create,2026-02-07T09:34:28,50,android,1.1.0
e_742e56efed,u_067,c_b6f129e4,coupon__complete__create,2026-02-07T09:35:04,50,android,1.0.0
e_b9f9003217,u_028,c_b2c909cd,coupon__complete__redeem,2026-02-07T10:23:13,11,ios,1.0.0
e_eb9ead296b,u_022,c_e641d2a8,coupon__view__detail,2026-02-07T10:37:08,33,ios,1.1.0
e_3dd7ff6f55,u_011,c_d6e761f2,coupon__view__detail,2026-02-07T11:23:00,55,android,1.1.0
e_21c8bc2752,u_053,c_b82afe9d,coupon__start__create,2026-02-07T12:50:07,17,android,1.1.0
e_b9db8cbbfd,u_053,c_b82afe9d,coupon__complete__create,2026-02-07T12:50:33,17,ios,1.0.1
e_a3aba9263a,u_046,c_5d54db30,coupon__start__create,2026-02-07T13:12:44,32,android,1.0.0
e_43822823a7,u_046,c_5d54db30,coupon__complete__create,2026-02-07T13:12:58,32,ios,1.0.1
e_e87e9ced1a,u_062,c_eea26660,coupon__view__detail,2026-02-07T14:09:34,24,ios,1.0.1
e_b50a49c7ad,u_080,c_a85ef08e,coupon__view__detail,2026-02-07T14:12:21,11,ios,1.0.1
e_dc7906d4a5,u_036,c_ef35a597,coupon__start__create,2026-02-07T14:25:02,26,android,1.1.0
e_7fc9365a0d,u_036,c_ef35a597,coupon__complete__create,2026-02-07T14:25:18,26,ios,1.0.1
e_b2622813fe,u_071,c_12c92ed5,coupon__start__create,2026-02-07T15:20:03,25,android,1.1.0
e_d6ec820655,u_071,c_12c92ed5,coupon__complete__create,2026-02-07T15:21:08,25,android,1.0.1
e_7b094fc61e,u_013,c_efdaba7f,coupon__view__detail,2026-02-07T15:43:30,14,android,1.0.0
e_0f6e731c57,u_016,c_8d67fa87,coupon__start__create,2026-02-07T16:21:10,31,android,1.0.0
e_de998f4065,u_016,c_8d67fa87,coupon__complete__create,2026-02-07T16:22:08,31,android,1.0.1
e_1617ed3645,u_046,c_65730c37,coupon__start__create,2026-02-07T17:13:28,46,ios,1.0.1
e_cd1a8bc25d,u_046,c_65730c37,coupon__complete__create,2026-02-07T17:14:39,46,android,1.0.0
e_fd886ef4d7,u_036,c_9343927b,coupon__start__create,2026-02-07T18:15:43,7,ios,1.1.0
e_4c2b078e30,u_069,c_0a3599cc,coupon__start__create,2026-02-07T18:33:09,38,ios,1.0.0
e_4655e870bf,u_069,c_0a3599cc,coupon__complete__create,2026-02-07T18:33:30,38,ios,1.0.1
e_7bdf1050b8,u_038,c_08d00586,coupon__start__create,2026-02-07T19:00:41,11,android,1.1.0
e_986be76a68,u_038,c_08d00586,coupon__complete__create,2026-02-07T19:01:34,11,ios,1.0.1
e_dcae595133,u_072,c_b5f3125a,coupon__start__create,2026-02-07T20:21:04,31,ios,1.0.1
e_6730fa6d57,u_071,c_c8f5b117,coupon__start__create,2026-02-07T21:27:37,12,android,1.0.1
e_b5e1dd19ba,u_071,c_c8f5b117,coupon__complete__create,2026-02-07T21:28:20,12,ios,1.1.0
e_4c8a2bebc7,u_041,c_0fcbeb69,coupon__view__detail,2026-02-07T21:28:24,38,android,1.1.0
e_be08ce90e4,u_040,c_f7681bb3,coupon__start__create,2026-02-07T22:34:50,56,android,1.1.0
e_cf88c0307e,u_005,c_a82406ff,coupon__start__create,2026-02-07T23:57:11,17,android,1.1.0
